fm_id,name,category,address_1,city,state,zipcode,phone,website,season_open,season_close,day_open,time_open,time_close,longitude,latitude,EBT,day1_open,day1_close,day2_open,day2_close,day3_open,day3_close,day4_open,day4_close,day5_open,day5_close,day6_open,day6_open,day7_open,day7_close
,Long Beach Downtown CFM,Farmers Market,199 East 5th Street,Long Beach,California,90805,,,,,6,10:00 AM,3:00 PM,,,Y,,,,,,,,,,,10:00 AM,3:00 PM,,
1003702,Long Beach Southeast Farmers Market,Farmers Market,2nd St. and N. Marina Dr.,Long Beach,California,90803,,,,,1,9:00 AM,2:00 PM,-118.1131,33.7576,Y,9:00 AM,2:00 PM,,,,,,,,,,,,
,Long Beach University Farmers Market,Farmers Market,1250 Bellflower Blvd.,Long Beach,California,90815,,,4/1,9/30,4,10:00 AM,2:00 PM,-118.1134,33.7812,Y,,,,,,,10:00 AM,2:00 PM,,,,,,
1003706,Long Beach Uptown Farmers Market,Farmers Market,E 46Th St & Atlantic Ave,Long Beach,California,90807,,,,,5,3:00 PM,6:30 PM,-118.1849,33.8426,Y,,,,,,,,,3:00 PM,6:30 PM,,,,
1009778,Los Angeles Medical Center Farmers Market,Farmers Market,4800 Hollywood Blvd,Hollywood,California,90027,,,1/1,12/31,4,12:00 PM,6:00 PM,-118.295,34.1016,,,,,,,,12:00 PM,6:00 PM,,,,,,
,Los Feliz Village CFM,Farmers Market,1825 North Vermont Avenue,Los Angeles,California,90027,,,,,1,9:00 AM,2:00 PM,,,Y,9:00 AM,2:00 PM,,,,,,,,,,,,
1003144,Lynwood Farmers Market,Farmers Market,Martin Luther King & Cesar Chavez Lane,Compton,California,90221,,,,,,,,-121.972,37.248,,,,,,,,,,,,,,,
1001537,Malibu Farmers Market,Farmers Market,23525 Civic Center Way,Malibu,California,90265,,,,,1,10:00 AM,3:00 PM,-118.6912,34.0347,,10:00 AM,3:00 PM,,,,,,,,,,,,
1005022,Manhattan Beach Farmers Market,Farmers Market,13Th St & Morningside Dr,Manhattan Beach,California,90266,,,6/1,8/31,3,11:00 AM,4:00 PM,-118.4094,33.8867,,,,,,11:00 AM,4:00 PM,,,,,,,,
1001878,Mar Vista Farmers Market,Farmers Market,3826 Grand View Blvd,Los Angeles,California,90066,,,,,1,8:30 AM,2:00 PM,-118.4305,34.0042,Y,8:30 AM,2:00 PM,,,,,,,,,,,,
,Metro Gold Line Highland Park Station,Farmers Market,5703 Marmion Way,Los Angeles,California,90042,,,,,3,3:00 PM,8:00 PM,,,Y,,,,,3:00 PM,8:00 PM,,,,,,,,
,Miracle Mile Farmers Market,Farmers Market,5700 Wilshire Blvd,Los Angeles,California,90036,,,,,4,11:00 AM,3:00 PM,-118.3535,34.0617,Y,,,,,,,11:00 AM,3:00 PM,,,,,,
1002882,Monrovia Farmers Market - Friday,Farmers Market,200 Block of Myrtle Ave,Monrovia,California,91016,,,,,6,5:00 PM,9:00 PM,-118.0009,34.1448,,,,,,,,,,,,5:00 PM,9:00 PM,,
,Monterey Park Farmers Market,Farmers Market,318 S. Ramona Ave,Monterey Park,California,91754,,,,,6,4:00 PM,9:00 PM,-118.1247,34.0591,Y,,,,,,,,,,,4:00 PM,9:00 PM,,
,Montrose Harvest Market,Farmers Market,2200 Block of Honolulu Ave,Glendale,California,91020,,,,,1,9:00 AM,2:00 PM,-118.2269,34.2054,,9:00 AM,2:00 PM,,,,,,,,,,,,
1002376,Montrose Harvest Market Farmers Market,Farmers Market,Honolulu & Ocean Avenue,Santa Barbara,California,93101,,,,,,,,-119.713,34.4222,,,,,,,,,,,,,,,
,Motor Avenue Farmers Market,Farmers Market,10316 National @ Motor Ave.,Los Angeles,California,90034,,,,,1,9:00 AM,1:00 PM,-118.4107,34.0292,,9:00 AM,1:00 PM,,,,,,,,,,,,
,Newhall Farmers Market,Farmers Market,22520 Lynos Ave,Newhall,California,91321,,,,,7,8:00 AM,12:00 PM,-118.5293,34.3815,Y,,,,,,,,,,,,,8:00 AM,12:00 PM
,North Hollywood Farmers Market,Farmers Market,5200 Bakman,North Hollywood,California,91601,,,,,7,10:00 AM,3:00 PM,-118.3774,34.1649,Y,,,,,,,,,,,,,10:00 AM,3:00 PM
1003200,North Hollywood Valley Farmers Market,Farmers Market,Bellingham & Victory Blvd.,Sherman Oakes,California,91423,,,,,,,,-118.399,34.1864,,,,,,,,,,,,,,,
,Northridge Farmers Market And Family Festival,Farmers Market,9301 Tampa Ave,Northridge,California,91324,,,4/1,10/31,4,5:00 PM,9:00 PM,-118.5538,34.2392,,,,,,,,5:00 PM,9:00 PM,,,,,,
,Northridge University Farmers Market,Farmers Market,18111 Nordroff Street,Northridge,California,91330,,,,,3,10:00 AM,2:00 PM,-118.5283,34.236,,,,,,10:00 AM,2:00 PM,,,,,,,,
1001858,Norwalk Farmers Market,Farmers Market,Alondra & Pioneer,Norwalk,California,90650,,,,,3,9:00 AM,1:00 PM,-118.082,33.8877,Y,,,,,9:00 AM,1:00 PM,,,,,,,,
1011298,Old L.A. Farmers Market,Farmers Market,North Figueroa & Ave. 58,Los Angeles,California,90042,,,1/1,12/31,3,3:00 PM,8:00 PM,-118.1928,34.1106,,,,,,3:00 PM,8:00 PM,,,,,,,,
1003448,Pacific Palisades Farmers Market,Farmers Market,Swarthmore & Sunset Streets,Pacific Palisades,California,,,,,,1,8:00 AM,1:00 PM,-118.535,34.0533,Y,8:00 AM,1:00 PM,,,,,,,,,,,,
1011995,Palos Verdes Farmers Market,Farmers Market,Hawthorne Blvd. & Silver Spur Rd.,Rolling Hills Estates,California,90274,,,,,,,,-118.3749,33.7767,,,,,,,,,,,,,,,
,Paramount Farmers Market,Farmers Market,14409 Paramount Blvd.,Paramount,California,90723,,,6/1,12/31,7,9:00 AM,1:00 PM,-118.1602,33.9026,Y,,,,,,,,,,,,,9:00 AM,1:00 PM
1009625,Pasadena City Hall Farmers Market,Farmers Market,100 N. Garfield Ave,Pasadena,California,91101,,,5/1,10/31,4,4:00 PM,8:00 PM,-118.1443,34.1484,,,,,,,,4:00 PM,8:00 PM,,,,,,
1008716,Pasadena Victory Park Farmers Market,Farmers Market,2900 N. Sierra Madre Blvd between Paloma and Washington Avenues,Pasadena,California,91101,,,,,7,9:00 AM,1:00 PM,-118.0929,34.1604,Y,,,,,,,,,,,,,9:00 AM,1:00 PM
1008719,Pasadena Villa Parke Farmers Market,Farmers Market,363 E. Villa St.,Pasadena,California,91101,,,,,3,8:30 AM,12:30 PM,-118.1429,34.1551,Y,,,,,8:30 AM,12:30 PM,,,,,,,,
1002350,Playa Vista Farmers Market,Farmers Market,6500 Seabluff Drive,Playa Vista,California,90094,,,1/1,12/31,7,9:00 AM,2:00 PM,-118.4219,33.9726,,,,,,,,,,,,,,9:00 AM,2:00 PM
,Pomona Thomas Plaza Farmers Market,Farmers Market,201 W. 2nd Street,Pomona,California,91766,,,,,7,5:00 PM,9:00 PM,-117.7513,34.0578,,,,,,,,,,,,,,5:00 PM,9:00 PM
,Pomona Valley CFM,Farmers Market,680 North Gary Ave.,Pomona,California,91767,,,,,7,7:30 AM,11:30 AM,,,Y,,,,,,,,,,,,,7:30 AM,11:30 AM
1005000,Redondo Beach Farmers Market,Farmers Market,309 Esplanade,Redondo Beach,California,90277,,,1/1,12/31,5,8:00 AM,1:00 PM,-118.3895,33.8365,,,,,,,,,,8:00 AM,1:00 PM,,,,
,Riviera Village Farmers Market,Farmers Market,S Elena St & Avenida del Norte,Redondo Beach,California,90277,,,,,5,3:00 PM,9:00 PM,-118.3884,33.8193,,8:00 AM,1:00 PM,,,,,,,3:00 PM,9:00 PM,,,,
,Rosemead Farmers Market,Farmers Market,8838 Valley Blvd.,Rosemead,California,91770,,,8/1,12/31,6,4:00 PM,8:00 PM,-118.0763,34.0803,,,,4:00 PM,8:00 PM,,,,,,,,,,
,San Dimas Farmers Market,Farmers Market,245 E Bonita Ave & N Walnut Ave,San Dimas,California,91773,,,4/6,9/7,4,5:00 PM,9:00 PM,-117.8027,34.1067,Y,,,,,,,5:00 PM,9:00 PM,,,,,,
,San Gabriel Farmers Market,Farmers Market,300 W. Wells Street,San Gabriel,California,91770,,,4/1,12/31,5,4:00 PM,8:00 PM,-118.1046,34.0848,,,,,,,,,,4:00 PM,8:00 PM,,,,
1009626,San Gabriel Farmers Market (Thursday Summer Evenings),Farmers Market,300 W. Wells Street,San Gabriel,California,91770,,,4/3,9/25,5,4:00 PM,8:00 PM,-118.1065,34.0847,,,,,,,,,,4:00 PM,8:00 PM,,,,
,San Pedro Farmers Market,Farmers Market,W 6Th St & S Mesa St,San Pedro,California,90731,,,,,6,9:00 AM,2:00 PM,-118.2857,33.7388,,,,,,,,,,,,9:00 AM,2:00 PM,,
,San Pedro Providence Farmers Market,Farmers Market,1300 W. 7th Street,San Pedro,California,90731,,,,,5,9:00 AM,2:00 PM,-118.3049,33.7382,,,,,,,,,,9:00 AM,2:00 PM,,,,
,Santa Clarita Farmers Market,Farmers Market,26455 Rockwell Road,Valencia,California,91355,,,,,1,8:30 AM,12:00 PM,-118.5683,34.4042,Y,8:30 AM,12:00 PM,,,,,,,,,,,,
,Santa Fe Springs Farmers Market,Farmers Market,11740 Telegraph Road,Santa Fe Springs,California,90670,,,,,5,12:00 PM,5:00 PM,-118.0827,33.9456,,,,,,,,5:00 PM,9:00 PM,,,,,,
,Santa Monica Downtown Farmers Market,Farmers Market,Arizona Ave between 2nd St and 3rd St,Santa Monica,California,90401,,,,,4,8:30 AM,1:30 PM,-118.4986,34.0162,Y,,,,,,,8:30 AM,1:30 PM,,,,,,
1001944,Santa Monica Farmers Market,Farmers Market,Santa Monica Airport,Santa Monica,California,90401,,,,,,,,-118.447,34.0172,,,,,,,,,,,,,,,
1008570,Santa Monica Farmers Market - Saturday Virginia Avenue Park,Farmers Market,2200 Virginia Avenue,Santa Monica,California,90404,,,1/1,12/31,7,8:00 AM,1:00 PM,-118.4677,34.0208,Y,,,,,,,,,,,,,8:00 AM,1:00 PM
1003123,Santa Monica Farmers Market - Sunday Main Street,Farmers Market,2640 Main Street,Santa Monica,California,90405,,,1/1,12/31,1,9:30 AM,1:00 PM,-118.4833,34.0023,Y,9:30,1:00 PM,,,,,,,,,,,,
,Santa Monica Pico Farmers' Market,Farmers Market,2200 Virginia Avenue,Santa Monica,California,90404,,,,,7,8:30 AM,1:00 PM,,,Y,,,,,,,,,,,,,8:30 AM,1:00 PM
1005576,Sierra Madre Farmers Market,Farmers Market,S. Baldwin St. & Mariposa St.,,California,,,,,,,,,-118.053,34.1609,,,,,,,,,,,,,,,
,Silver Lake CFM,Farmers Market,15000 Griffith Park Blvd,Los Angeles,California,90026,,,,,3,2:00 PM,7:30 PM,,,Y,,,,,2:00 PM,7:30 PM,,,,,,,,
,South Bay Pavilion Farmers Market,Farmers Market,20700 Avalon Blvd,Carson,California,90746,,,,,5,10:00 AM,3:00 PM,-118.2626,33.845,Y,,,,,,,,,10:00 AM,3:00 PM,,,,
1003707,South Gate Farmers Market,Farmers Market,4855 Tweedy Blvd,South Gate,California,90280,,,1/1,12/31,2,10:00 AM,3:00 PM,-118.1847,33.9421,,,,10:00 AM,3:00 PM,,,,,,,,,,
1001461,South Pasadena Farmers Market,Farmers Market,Meridan Ave. and El Centro Street,South Pasadena,California,91030,,,3/14,11/07,5,4:00 PM,8:00 PM,-118.1573,34.1147,Y,,,,,,,,,4:00 PM,8:00 PM,,,,
1005965,Studio City Farmers Market,Farmers Market,Ventura Place And Radford Avenue,Studio City,California,,,,,,5,10:00 AM,3:00 PM,-118.393,34.1434,Y,,,,,,,,,10:00 AM,3:00 PM,,,,
1003445,Tarana Farmers Market,Farmers Market,19130 Ventura Blvd.,Tarzana,California,91356,,,,,,,,-118.549,34.1726,,,,,,,,,,,,,,,
1008720,Temple City Farmers Market,Farmers Market,9701 Las  Tunas Dr,Temple City,California,91780,,,1/1,12/31,1,8:00 AM,1:00 PM,-118.0579,34.1077,Y,8:00 AM,1:00 PM,,,,,,,,,,,,
1000574,The BLVD Farmers Market,Farmers Market,706 W. Lancaster Blvd.,Lancaster,California,93534,,,5/2,10/31,5,4:00 PM,9:00 PM,-118.1422,34.6978,Y,,,,,,,,,4:00 PM,9:00 PM,,,,
,The Greener Good Farmers' Market NORTH,Farmers Market,Corner of Atlantic Avenue and Artesia Blvd,North Long Beach,California,,,,,,6,3:00 PM,7:00 PM,,,Y,,,,,,,,,,,3:00 PM,7:00 PM,,
,The Greener Good Farmers' Market WEST,Farmers Market,2125 Santa Fe Ave.,Long Beach,California,90723,,,,,7,9:00 AM,2:00 PM,,,Y,,,,,,,,,,,,,9:00 AM,2:00 PM
,The Village Farmers Market,Farmers Market,6250 Topanga Blvd.,,California,91367,,,,,1,2:00 PM,4:00 PM,-118.6058,34.1841,,2:00 PM,4:00 PM,,,,,,,,,,,,
1011757,The WALL Food + Flowers + Farmers Market,Farmers Market,755 Wall Street,Los Angeles,California,90014,,,1/1,12/31,7,9:00 AM,2:00 PM,-118.2497,34.0408,,,,,,,,,,,,,,9:00 AM,2:00 PM
,Toluca Lake Farmers Market,Farmers Market,Sancola Ave & Riverside Dr,Toluca Lake,California,91610,,,1/1,12/31,1,9:00 AM,2:00 PM,-118.3538,34.1522,Y,9:00 AM,2:00 PM,,,,,,,,,,,,
,Topanga Canyon CFM,Farmers Market,1440 North Topanga Canyon Blvd.,Topanga,California,90503,,,,,6,9:00 AM,1:00 PM,,,Y,,,,,,,,,,,9:00 AM,1:00 PM,,
1000224,Topanga Canyon Farmers Market,Farmers Market,120 S. Topanga Canyon Blvd,Topanga,California,90290,,,,,,,,-118.605,34.0906,,,,,,,,,,,,,,,
1006481,"Torrance Farmers Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",Farmers Market,2200 Crenshaw Blvd,Torrance,California,90501,,,1/1,12/31,3,8:00 AM,1:00 PM,-118.3284,33.8249,,,,,,8:00 AM,1:00 PM,,,,,,,,
1006481,"Torrance Farmers Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",Farmers Market,2200 Crenshaw Blvd,Torrance,California,90501,,,1/1,12/31,7,8:00 AM,1:00 PM,-118.3284,33.8249,,,,,,,,,,,,,,8:00 AM,1:00 PM
,Torrance Providence Farmers Market,Farmers Market,4101 Torranc Blvd. @ Hawthorne Blvd,Torrance,California,90503,,,,,6,10:00 AM,3:00 PM,-118.3568,33.8387,,,,,,,,,,,,10:00 AM,3:00 PM,,
1006481,Torrance Saturday Farmers Market,Farmers Market,2200 Crenshaw Blvd,Torrance,California,90503,,,,,3,8:00 AM,1:00 PM,-118.3258,33.8269,,,,,,8:00 AM,1:00 PM,,,,,,,,
1006481,Torrance Saturday Farmers Market,Farmers Market,2200 Crenshaw Blvd,Torrance,California,90503,,,,,7,8:00 AM,1:00 PM,-118.3258,33.8269,,,,,,,,,,,,,,8:00 AM,1:00 PM
,UCLA Farmers Market,Farmers Market,350 Charles E. Young @ the Camp,Los Angeles,California,90045,,,,,4,11:00 AM,3:00 PM,-118.4391,34.0746,,,,,,,,11:00 AM,3:00 PM,,,,,,
1003331,Uptown Whittier Farmers Market,Farmers Market,Bright Ave & Philadelphia St,Whittier,California,90602,,,,,6,8:00 AM,1:00 PM,-118.0362,33.9791,Y,,,,,,,,,,,8:00 AM,1:00 PM,,
,USC Hospitality Farmers Market,Farmers Market,3445 S. Figueroa Street,Los Angeles,California,90007,,,,,4,11:00 AM,3:00 PM,-118.2807,34.0209,Y,,,,,,,11:00 AM,3:00 PM,,,,,,
1011813,Valencia Farmers Market,Farmers Market,24201 Valencia Blvd,valencia,California,91355,,,2/4,10/27,5,4:00 PM,8:00 PM,-118.5582,34.4159,,,,,,,,,,4:00 PM,8:00 PM,,,,
,Valinda / La Puente Farmers Market,Farmers Market,747 N. Rimgrove Drive,La Puente,California,91744,,,4/1,9/30,5,10:00 AM,3:00 PM,-117.9623,34.0396,Y,,,,,,,,,10:00 AM,3:00 PM,,,,
,Venice Farmers Market,Farmers Market,N Venice Blvd & Venice Way,Venice,California,90291,,,,,6,7:00 AM,11:00 AM,-118.466,33.9876,,,,,,,,,,,,7:00 AM,11:00 AM,,
1010037,Watts Healthy Farmers Market,Farmers Market,1335 East 103rd Street,Los Angeles,California,90002,,,1/1,12/31,7,10:00 AM,2:00 PM,-118.2524,33.9435,Y,,,,,,,,,,,,,10:00 AM,2:00 PM
1002890,Wellington Square Farmers Market,Farmers Market,4394 W Washington Blvd.,Los Angeles,California,90016,,,1/1,12/31,1,9:00 AM,1:00 PM,-118.3348,34.0398,Y,9:00 AM,1:00 PM,,,,,,,,,,,,
1007322,West Covina Farmers Market,Farmers Market,195 S. Glendora Ave.,West Covina,California,91790,,,1/1,12/31,7,8:00 AM,1:00 PM,-117.9215,34.0706,,,,,,,,,,,,,,8:00 AM,1:00 PM
,West Hollywood Farmers Market,Farmers Market,7377 Santa Monica Blvd,West Hollywood,California,90046,,,,,2,9:00 AM,2:00 PM,-118.3511,34.0926,,,,9:00 AM,2:00 PM,,,,,,,,,,
1006334,West Hollywood Thursday Farmers Market,Farmers Market,647 North San Vicente Blvd.,West Hollywood,California,90069,,,,,2,9:00 AM,2:00 PM,-118.384,34.0821,,,,9:00 AM,2:00 PM,,,,,,,,,,
,West Los Angeles Farmers Market,Farmers Market,1645 Corinth Avenue at Santa Monica Blvd,Los Angeles,California,90025,,,,,1,9:00 AM,2:00 PM,-118.4505,34.0457,Y,9:00 AM,2:00 PM,,,,,,,,,,,,
1001877,Westchester Farmers Market,Farmers Market,Westchester Park,Westchester,California,90045,,,,,6,8:30 AM,1:30 PM,-118.394,33.9586,Y,,,,,,,,,,,8:30 AM,1:30 PM,,
,Westwood Farmers Market,Farmers Market,11000 Wilshire Blvd,Los Angeles,California,90024,,,,,5,12:00 PM,6:00 PM,-118.4494,34.057,,,,,,,,,,12:00 PM,6:00 PM,,,,
1011897,Whittier Host Lions Farmers Market,Farmers Market,9401 S Painter Ave,South Whittier,California,90605,,,,,7,8:00 AM,1:00 PM,-118.0443,33.9532,,,,,,,,,,,,,,8:00 AM,1:00 PM
1004295,Wilmington Farmers Market,Farmers Market,Avalon and L St.,Wilminton,California,90744,,,,,,,,-118.263,33.7867,,,,,,,,,,,,,,,
1006659,Wilshire Earth Day Festival,Farmers Market,Serrano St. and Wilshire St.,LOS ANGELES,California,,,,,,,,,-118.307,34.0617,,,,,,,,,,,,,,,
1002463,Woodland Hills Farmers Market,Farmers Market,6200 Block of Topanga Blvd.,Calabasas,California,91303,,,,,,,,-118.605,34.2086,,,,,,,,,,,,,,,
,Woodman Avenue Farmers Market,Farmers Market,14006 Riverside Dr,Sherman Oaks,California,91423,,,,,3,3:00 PM,8:00 PM,-118.4379,34.1571,Y,,,,,3:00 PM,8:00 PM,,,,,,,,